sl_no,sl_no_flag,tahsil_name,tahsil_name_flag,junior_basic_villages,junior_basic_villages_flag,junior_basic_schools,junior_basic_schools_flag,senior_basic_villages,senior_basic_villages_flag,senior_basic_schools,senior_basic_schools_flag,higher_secondary_villages,higher_secondary_villages_flag,higher_secondary_schools,higher_secondary_schools_flag,college_villages,college_villages_flag,colleges,colleges_flag,other_edu_villages,other_edu_villages_flag,other_edu_institutions,other_edu_institutions_flag,hospital_villages,hospital_villages_flag,hospitals,hospitals_flag,dispensary_villages,dispensary_villages_flag,dispensaries,dispensaries_flag,mcw_villages,mcw_villages_flag,mcw_centres,mcw_centres_flag,health_centre_villages,health_centre_villages_flag,health_centres,health_centres_flag,family_planning_villages,family_planning_villages_flag,family_planning_centres,family_planning_centres_flag,other_med_villages,other_med_villages_flag,other_med_institutions,other_med_institutions_flag,power_available_villages,power_available_villages_flag,power_not_available_villages,power_not_available_villages_flag,tap_water_villages,tap_water_villages_flag,hand_pipe_villages,hand_pipe_villages_flag,well_villages,well_villages_flag,tank_villages,tank_villages_flag,river_villages,river_villages_flag,fountain_villages,fountain_villages_flag,canal_villages,canal_villages_flag,water_fall_villages,water_fall_villages_flag,lake_villages,lake_villages_flag,tube_well_villages,tube_well_villages_flag,other_water_villages,other_water_villages_flag,no_water_villages,no_water_villages_flag,pucca_road_villages,pucca_road_villages_flag,kachcha_road_villages,kachcha_road_villages_flag,pucca_kachcha_road_villages,pucca_kachcha_road_villages_flag,other_road_villages,other_road_villages_flag,post_office_villages,post_office_villages_flag,post_offices,post_offices_flag,telegraph_office_villages,telegraph_office_villages_flag,telegraph_offices,telegraph_offices_flag,post_telegraph_villages,post_telegraph_villages_flag,post_telegraph_offices,post_telegraph_offices_flag,telephone_villages,telephone_villages_flag,telephones,telephones_flag,row_type,reference_target,requires_review,row_index,pdf_id,district,state,year,format_id,table_id,source_pdf,source_pdf_sha256,source_page_start,source_page_end,anchor_printed_page,continuation_printed_page,metadata_workbook,metadata_workbook_sha256,extracted_at
3,,Didihat,,160,,164,,19,,19,,7,,7,,39,,39,,424,,424,,4,,4,,6,,6,,10,,10,,...,,...,,6,,6,,...,,...,,...,,...,,1,,8,,7,,...,,61,,166,,22,,...,,...,,...,,2,,...,,98,,602,,...,,...,,56,,56,,3,,3,,...,,...,,...,,...,,ORDINARY,,False,2,pithoragarh_tehsil_1971,Pithoragarh,Uttar Pradesh,1971,format_003,pithoragarh_tehsil_001,pithoragarh_tehsil_1971.pdf,85936947fb79f06ec362b1cde516773ff4b8b90fd43bfb3377cb5e6f33e135b7,182,183,166,167,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:03:21.729491+00:00
4,,Pithoragarh,,155,,165,,26,,27,,6,,7,,...,,...,,...,,...,,14,,14,,1,,1,,11,,11,,...,,...,,5,,5,,...,,...,,...,,661,,50,,...,,...,,21,,17,,183,,4,,217,,...,,...,,293,,...,,57,,466,,...,,...,,56,,56,,...,,...,,2,,2,,...,,...,,ORDINARY,,False,3,pithoragarh_tehsil_1971,Pithoragarh,Uttar Pradesh,1971,format_003,pithoragarh_tehsil_001,pithoragarh_tehsil_1971.pdf,85936947fb79f06ec362b1cde516773ff4b8b90fd43bfb3377cb5e6f33e135b7,182,183,166,167,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:03:21.729491+00:00
,,District Total (Rural),,460,,492,,58,,59,,17,,18,,39,,39,,428,,428,,29,,29,,11,,11,,31,,31,,2,,2,,15,,16,,1,,1,,...,,884,,52,,8,,16,,21,,124,,435,,26,,389,,...,,...,,295,,...,,177,,"1,342",,...,,...,,174,,174,,4,,4,,2,,...,,...,,...,,TOTAL,,False,4,pithoragarh_tehsil_1971,Pithoragarh,Uttar Pradesh,1971,format_003,pithoragarh_tehsil_001,pithoragarh_tehsil_1971.pdf,85936947fb79f06ec362b1cde516773ff4b8b90fd43bfb3377cb5e6f33e135b7,182,183,166,167,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:03:21.729491+00:00
1,,Maharajganj,,179,,196,,29,,32,,3,,3,,...,,...,,...,,...,,7,,7,,11,,20,,3,,3,,...,,...,,2,,2,,1,,1,,64,,302,,...,,...,,366,,...,,...,,...,,...,,...,,...,,...,,...,,...,,50,,60,,2,,14,,67,,67,,...,,...,,3,,3,,1,,1,,ORDINARY,,False,0,rae_bareli_tehsil_1971,Rae Bareli,Uttar Pradesh,1971,format_003,rae_bareli_tehsil_001,rae_bareli_tehsil_1971.pdf,91215997c2fd053708d514820dae0a5c0bd5d74ea71178e5c20c96cdf5ecd903,201,202,182,183,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:05:57.993847+00:00
2,,Rae Bareli,,126,,130,,17,,18,,4,,4,,...,,...,,...,,...,,5,,5,,14,,14,,2,,2,,...,,...,,4,,4,,...,,...,,70,,289,,...,,4,,354,,...,,...,,...,,...,,...,,...,,...,,...,,...,,88,,51,,4,,25,,40,,40,,...,,...,,4,,4,,1,,1,,ORDINARY,,False,1,rae_bareli_tehsil_1971,Rae Bareli,Uttar Pradesh,1971,format_003,rae_bareli_tehsil_001,rae_bareli_tehsil_1971.pdf,91215997c2fd053708d514820dae0a5c0bd5d74ea71178e5c20c96cdf5ecd903,201,202,182,183,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:05:57.993847+00:00
3,,Dalmau,,207,,218,,41,,41,,6,,6,,1,,1,,...,,...,,19,,19,,5,,5,,1,,1,,1,,1,,1,,1,,...,,...,,63,,530,,...,,11,,585,,...,,...,,...,,...,,...,,...,,...,,...,,...,,102,,143,,15,,63,,56,,56,,...,,...,,6,,6,,1,,1,,ORDINARY,,False,2,rae_bareli_tehsil_1971,Rae Bareli,Uttar Pradesh,1971,format_003,rae_bareli_tehsil_001,rae_bareli_tehsil_1971.pdf,91215997c2fd053708d514820dae0a5c0bd5d74ea71178e5c20c96cdf5ecd903,201,202,182,183,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:05:57.993847+00:00
4,,Salon,,155,,155,,20,,20,,1,,1,,...,,...,,...,,...,,18,,18,,...,,...,,5,,5,,1,,1,,1,,1,,...,,...,,77,,391,,...,,1,,458,,...,,...,,...,,...,,...,,5,,...,,...,,...,,146,,123,,...,,106,,50,,50,,...,,...,,2,,2,,...,,...,,ORDINARY,,False,3,rae_bareli_tehsil_1971,Rae Bareli,Uttar Pradesh,1971,format_003,rae_bareli_tehsil_001,rae_bareli_tehsil_1971.pdf,91215997c2fd053708d514820dae0a5c0bd5d74ea71178e5c20c96cdf5ecd903,201,202,182,183,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:05:57.993847+00:00
,,DISTT. TOTAL,,667,,699,,107,,111,,14,,14,,1,,1,,...,,...,,49,,49,,30,,39,,11,,11,,2,,2,,8,,8,,1,,1,,274,,"1,512",,...,,16,,"1,763",,...,,...,,...,,...,,...,,5,,...,,...,,...,,386,,377,,21,,208,,213,,213,,...,,...,,15,,15,,3,,3,,TOTAL,,False,4,rae_bareli_tehsil_1971,Rae Bareli,Uttar Pradesh,1971,format_003,rae_bareli_tehsil_001,rae_bareli_tehsil_1971.pdf,91215997c2fd053708d514820dae0a5c0bd5d74ea71178e5c20c96cdf5ecd903,201,202,182,183,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:05:57.993847+00:00
1,,Suar,,81,,84,,3,,3,,1,,1,,...,,...,,...,,...,,4,,4,,4,,4,,2,,2,,...,,...,,1,,1,,...,,...,,47,,239,,1,,20,,258,,...,,...,,...,,...,,...,,...,,...,,...,,...,,53,,160,,26,,...,,10,,10,,...,,...,,1,,1,,1,,1,,ORDINARY,,False,0,rampur_tehsil_1971,Rampur,Uttar Pradesh,1971,format_003,rampur_tehsil_001,rampur_tehsil_1971.pdf,3da15d3cc813d05776e49863ecf11188d5f0110a46caa5bde420b9f2357a2440,151,152,132,133,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:07:09.977017+00:00
2,,Bilaspur,,51,,55,,8,,9,,2,,2,,...,,...,,...,,...,,3,,3,,3,,3,,1,,1,,...,,...,,2,,2,,...,,...,,94,,121,,1,,197,,127,,...,,8,,...,,1,,...,,...,,...,,...,,...,,36,,99,,20,,...,,9,,9,,...,,...,,1,,1,,12,,12,,ORDINARY,,False,1,rampur_tehsil_1971,Rampur,Uttar Pradesh,1971,format_003,rampur_tehsil_001,rampur_tehsil_1971.pdf,3da15d3cc813d05776e49863ecf11188d5f0110a46caa5bde420b9f2357a2440,151,152,132,133,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:07:09.977017+00:00
3,,Rampur,,81,,82,,5,,5,,...,,...,,...,,...,,...,,...,,2,,2,,...,,...,,...,,...,,...,,...,,1,,1,,...,,...,,38,,109,,...,,203,,242,,...,,...,,...,,...,,...,,...,,...,,...,,...,,52,,100,,65,,3,,19,,19,,...,,...,,...,,...,,2,,2,,ORDINARY,,False,2,rampur_tehsil_1971,Rampur,Uttar Pradesh,1971,format_003,rampur_tehsil_001,rampur_tehsil_1971.pdf,3da15d3cc813d05776e49863ecf11188d5f0110a46caa5bde420b9f2357a2440,151,152,132,133,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:07:09.977017+00:00
4,,Shahabad,,57,,63,,8,,9,,2,,2,,...,,...,,...,,...,,2,,2,,2,,2,,3,,3,,1,,1,,1,,1,,...,,...,,89,,114,,...,,175,,181,,...,,3,,...,,...,,...,,...,,...,,...,,...,,15,,102,,6,,19,,10,,10,,...,,...,,2,,2,,1,,1,,ORDINARY,,False,3,rampur_tehsil_1971,Rampur,Uttar Pradesh,1971,format_003,rampur_tehsil_001,rampur_tehsil_1971.pdf,3da15d3cc813d05776e49863ecf11188d5f0110a46caa5bde420b9f2357a2440,151,152,132,133,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:07:09.977017+00:00
5,,Milak,,78,,85,,8,,9,,2,,2,,...,,...,,...,,...,,3,,3,,...,,...,,1,,1,,...,,...,,1,,1,,...,,...,,28,,175,,...,,196,,196,,...,,...,,...,,...,,...,,...,,...,,...,,...,,38,,132,,...,,18,,14,,14,,...,,...,,1,,1,,1,,1,,ORDINARY,,False,4,rampur_tehsil_1971,Rampur,Uttar Pradesh,1971,format_003,rampur_tehsil_001,rampur_tehsil_1971.pdf,3da15d3cc813d05776e49863ecf11188d5f0110a46caa5bde420b9f2357a2440,151,152,132,133,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:07:09.977017+00:00
,,District Total (Rural),,348,,359,,32,,35,,7,,7,,...,,...,,...,,...,,14,,14,,9,,9,,7,,7,,1,,1,,6,,6,,...,,...,,296,,758,,2,,991,,"1,004",,...,,11,,...,,1,,...,,...,,...,,...,,...,,194,,593,,117,,40,,62,,62,,...,,...,,5,,5,,17,,17,,TOTAL,,False,5,rampur_tehsil_1971,Rampur,Uttar Pradesh,1971,format_003,rampur_tehsil_001,rampur_tehsil_1971.pdf,3da15d3cc813d05776e49863ecf11188d5f0110a46caa5bde420b9f2357a2440,151,152,132,133,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:07:09.977017+00:00
1,,Saharanpur,,230,,251,,28,,32,,9,,10,,...,,...,,4,,4,,15,,15,,4,,4,,2,,2,,2,,2,,3,,3,,...,,...,,101,,544,,2,,413,,443,,...,,21,,...,,10,,...,,...,,11,,...,,...,,174,,291,,6,,46,,46,,46,,...,,...,,3,,3,,4,,4,,ORDINARY,,False,0,saharanpur_tehsil_1971,Saharanpur,Uttar Pradesh,1971,format_003,saharanpur_tehsil_001,saharanpur_tehsil_1971.pdf,3ecb4d1ba587e20565f96ac150850ed7323b6cadf9155d846bdca5604cc178e2,246,247,224,225,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:15:32.867372+00:00
2,,Nakur,,166,,166,,29,,27,,2,,3,,...,,...,,...,,...,,...,,...,,8,,8,,...,,...,,...,,...,,...,,...,,...,,...,,49,,498,,...,,389,,327,,...,,...,,...,,...,,...,,...,,1,,...,,...,,63,,72,,15,,2,,20,,20,,...,,...,,3,,3,,1,,1,,ORDINARY,,False,1,saharanpur_tehsil_1971,Saharanpur,Uttar Pradesh,1971,format_003,saharanpur_tehsil_001,saharanpur_tehsil_1971.pdf,3ecb4d1ba587e20565f96ac150850ed7323b6cadf9155d846bdca5604cc178e2,246,247,224,225,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:15:32.867372+00:00
3,,Deoband,,191,,241,,28,,33,,10,,10,,...,,...,,1,,1,,8,,8,,7,,7,,4,,4,,...,,...,,1,,1,,...,,...,,131,,294,,...,,289,,282,,...,,8,,1,,...,,...,,...,,2,,...,,...,,44,,34,,6,,38,,237,,37,,...,,...,,2,,2,,4,,4,,ORDINARY,,False,2,saharanpur_tehsil_1971,Saharanpur,Uttar Pradesh,1971,format_003,saharanpur_tehsil_001,saharanpur_tehsil_1971.pdf,3ecb4d1ba587e20565f96ac150850ed7323b6cadf9155d846bdca5604cc178e2,246,247,224,225,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:15:32.867372+00:00
4,,Roorkee,,223,,230,,36,,35,,4,,4,,1,,1,,...,,-,,18,,18,,7,,7,,...,,...,,1,,1,,1,,1,,...,,...,,107,,433,,...,,400,,378,,10,,...,,...,,...,,...,,...,,1,,...,,...,,185,,143,,1,,33,,45,,45,,1,,1,,3,,3,,...,,...,,ORDINARY,,False,3,saharanpur_tehsil_1971,Saharanpur,Uttar Pradesh,1971,format_003,saharanpur_tehsil_001,saharanpur_tehsil_1971.pdf,3ecb4d1ba587e20565f96ac150850ed7323b6cadf9155d846bdca5604cc178e2,246,247,224,225,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:15:32.867372+00:00
,,District Total (Rural),,820,,888,,121,,127,,25,,27,,1,,1,,5,,5,,41,,41,,26,,26,,6,,6,,3,,3,,5,,5,,...,,...,,388,,"1,769",,2,,"1,491",,"1,430",,18,,22,,...,,10,,...,,...,,15,,...,,...,,466,,540,,28,,319,,348,,148,,1,,1,,11,,11,,9,,9,,TOTAL,,False,4,saharanpur_tehsil_1971,Saharanpur,Uttar Pradesh,1971,format_003,saharanpur_tehsil_001,saharanpur_tehsil_1971.pdf,3ecb4d1ba587e20565f96ac150850ed7323b6cadf9155d846bdca5604cc178e2,246,247,224,225,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:15:32.867372+00:00
1,,Powayan,,219,,221,,19,,21,,2,,2,,...,,...,,...,,...,,10,,10,,4,,4,,10,,10,,...,,...,,3,,3,,...,,...,,245,,565,,1,,582,,599,,8,,1,,...,,...,,...,,...,,7,,...,,...,,115,,200,,4,,136,,26,,26,,...,,...,,2,,2,,1,,1,,ORDINARY,,False,0,shahjahanpur_tehsil_1971,Shahjahanpur,Uttar Pradesh,1971,format_003,shahjahanpur_tehsil_001,shahjahanpur_tehsil_1971.pdf,22f7970f44ba7533184090756c2e6d9ec278376e0485a5500b4c1c75976e2ae8,262,263,242,243,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:21:32.172247+00:00
2,,Tilhar,,210,,225,,21,,28,,7,,12,,...,,...,,...,,...,,3,,3,,1,,1,,1,,1,,...,,...,,2,,2,,...,,...,,31,,598,,...,,291,,558,,13,,2,,...,,18,,...,,...,,8,,...,,...,,23,,1,,15,,228,,34,,34,,...,,...,,2,,2,,1,,1,,ORDINARY,,False,1,shahjahanpur_tehsil_1971,Shahjahanpur,Uttar Pradesh,1971,format_003,shahjahanpur_tehsil_001,shahjahanpur_tehsil_1971.pdf,22f7970f44ba7533184090756c2e6d9ec278376e0485a5500b4c1c75976e2ae8,262,263,242,243,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:21:32.172247+00:00
3,,Shahjahanpur,,194,,193,,14,,15,,1,,1,,...,,...,,...,,...,,2,,2,,2,,2,,6,,7,,1,,1,,2,,2,,...,,...,,43,,497,,...,,177,,428,,2,,1,,...,,14,,...,,...,,10,,...,,...,,86,,214,,19,,107,,29,,29,,...,,...,,2,,2,,...,,...,,ORDINARY,,False,2,shahjahanpur_tehsil_1971,Shahjahanpur,Uttar Pradesh,1971,format_003,shahjahanpur_tehsil_001,shahjahanpur_tehsil_1971.pdf,22f7970f44ba7533184090756c2e6d9ec278376e0485a5500b4c1c75976e2ae8,262,263,242,243,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:21:32.172247+00:00
4,,Jalalabad,,170,,184,,17,,18,,1,,2,,...,,...,,...,,...,,1,,1,,4,,4,,...,,...,,...,,...,,2,,2,,...,,...,,38,,409,,3,,159,,348,,9,,2,,...,,4,,...,,...,,10,,4,,...,,44,,207,,15,,24,,30,,30,,...,,...,,...,,...,,...,,...,,ORDINARY,,False,3,shahjahanpur_tehsil_1971,Shahjahanpur,Uttar Pradesh,1971,format_003,shahjahanpur_tehsil_001,shahjahanpur_tehsil_1971.pdf,22f7970f44ba7533184090756c2e6d9ec278376e0485a5500b4c1c75976e2ae8,262,263,242,243,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:21:32.172247+00:00
,,District Total (Rural),,793,,823,,71,,82,,11,,17,,...,,...,,...,,...,,16,,16,,11,,11,,17,,18,,1,,1,,9,,9,,...,,...,,357,,"2,069",,4,,"1,209",,"1,933",,32,,6,,...,,36,,...,,...,,35,,4,,...,,268,,622,,53,,495,,119,,119,,...,,...,,6,,6,,2,,2,,TOTAL,,False,4,shahjahanpur_tehsil_1971,Shahjahanpur,Uttar Pradesh,1971,format_003,shahjahanpur_tehsil_001,shahjahanpur_tehsil_1971.pdf,22f7970f44ba7533184090756c2e6d9ec278376e0485a5500b4c1c75976e2ae8,262,263,242,243,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:21:32.172247+00:00
1,,Misrikh,,238,,260,,35,,39,,5,,5,,...,,...,,...,,...,,3,,3,,42,,46,,5,,5,,2,,2,,2,,2,,...,,...,,162,,495,,...,,...,,563,,...,,...,,...,,...,,...,,...,,...,,82,,173,,53,,53,,1,,1,,2,,2,,...,,...,,...,,...,,...,,...,,ORDINARY,,False,0,sitapur_tehsil_1971,Sitapur,Uttar Pradesh,1971,format_003,sitapur_tehsil_001,sitapur_tehsil_1971.pdf,d5a4cdf543eda0a288880202a5c789cb5da8a0f16d10187b38ba7fa65bd7d77a,260,261,240,241,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:24:33.346937+00:00
2,,Sitapur,,239,,270,,35,,39,,3,,3,,...,,...,,...,,...,,9,,9,,57,,61,,5,,5,,2,,2,,3,,3,,...,,...,,178,,408,,...,,218,,577,,6,,1,,...,,1,,...,,...,,...,,212,,219,,62,,62,,...,,...,,4,,4,,...,,...,,...,,...,,...,,...,,ORDINARY,,False,1,sitapur_tehsil_1971,Sitapur,Uttar Pradesh,1971,format_003,sitapur_tehsil_001,sitapur_tehsil_1971.pdf,d5a4cdf543eda0a288880202a5c789cb5da8a0f16d10187b38ba7fa65bd7d77a,260,261,240,241,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:24:33.346937+00:00
3,,Biswan,,209,,229,,21,,23,,...,,...,,...,,...,,2,,2,,9,,10,,33,,38,,4,,4,,1,,1,,...,,...,,...,,...,,69,,444,,4,,252,,504,,...,,...,,...,,...,,...,,...,,2,,79,,207,,65,,65,,...,,...,,...,,...,,...,,...,,...,,...,,...,,...,,ORDINARY,,False,2,sitapur_tehsil_1971,Sitapur,Uttar Pradesh,1971,format_003,sitapur_tehsil_001,sitapur_tehsil_1971.pdf,d5a4cdf543eda0a288880202a5c789cb5da8a0f16d10187b38ba7fa65bd7d77a,260,261,240,241,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:24:33.346937+00:00
4,,Sidhauli,,222,,237,,27,,28,,4,,4,,...,,...,,...,,...,,7,,7,,14,,14,,2,,2,,3,,3,,1,,1,,...,,...,,71,,534,,...,,440,,599,,...,,...,,...,,...,,...,,...,,3,,64,,196,,61,,6,,...,,...,,3,,3,,1,,1,,...,,...,,...,,...,,ORDINARY,,False,3,sitapur_tehsil_1971,Sitapur,Uttar Pradesh,1971,format_003,sitapur_tehsil_001,sitapur_tehsil_1971.pdf,d5a4cdf543eda0a288880202a5c789cb5da8a0f16d10187b38ba7fa65bd7d77a,260,261,240,241,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:24:33.346937+00:00
,,District Total (Rural),,908,,996,,118,,129,,12,,12,,...,,...,,2,,2,,28,,29,,146,,159,,16,,16,,8,,8,,6,,6,,1,,1,,480,,"1,881",,4,,910,,"2,243",,6,,1,,...,,1,,...,,...,,5,,437,,795,,241,,241,,1,,1,,9,,9,,1,,1,,...,,...,,...,,...,,TOTAL,,False,4,sitapur_tehsil_1971,Sitapur,Uttar Pradesh,1971,format_003,sitapur_tehsil_001,sitapur_tehsil_1971.pdf,d5a4cdf543eda0a288880202a5c789cb5da8a0f16d10187b38ba7fa65bd7d77a,260,261,240,241,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:24:33.346937+00:00
1,,Musafir Khana,,242,,268,,22,,23,,9,,9,,...,,...,,1,,1,,6,,6,,4,,4,,2,,2,,6,,6,,17,,18,,...,,...,,64,,371,,...,,2,,429,,7,,1,,...,,...,,...,,...,,3,,...,,...,,42,,148,,16,,144,,56,,56,,...,,...,,3,,3,,1,,1,,ORDINARY,,False,0,sultanpur_tehsil_1971,Sultanpur,Uttar Pradesh,1971,format_003,sultanpur_tehsil_001,sultanpur_tehsil_1971.pdf,f489be1a7659ed796f77324098529747a6ba44690b705e78692007bc90a4a623,271,272,250,251,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:26:26.710072+00:00
2,,Amethi,,216,,241,,26,,29,,6,,6,,...,,...,,1,,1,,7,,8,,13,,19,,4,,4,,3,,3,,10,,12,,...,,...,,15,,448,,...,,23,,459,,13,,...,,...,,...,,...,,...,,9,,...,,...,,98,,100,,9,,119,,37,,37,,...,,...,,9,,9,,1,,1,,ORDINARY,,False,1,sultanpur_tehsil_1971,Sultanpur,Uttar Pradesh,1971,format_003,sultanpur_tehsil_001,sultanpur_tehsil_1971.pdf,f489be1a7659ed796f77324098529747a6ba44690b705e78692007bc90a4a623,271,272,250,251,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:26:26.710072+00:00
3,,Sultanpur,,250,,382,,37,,39,,8,,8,,...,,...,,1,,1,,7,,7,,11,,12,,13,,13,,2,,2,,10,,10,,...,,...,,168,,686,,...,,13,,834,,5,,8,,...,,...,,7,,...,,6,,...,,...,,220,,273,,57,,158,,78,,78,,1,,1,,4,,4,,...,,...,,ORDINARY,,False,2,sultanpur_tehsil_1971,Sultanpur,Uttar Pradesh,1971,format_003,sultanpur_tehsil_001,sultanpur_tehsil_1971.pdf,f489be1a7659ed796f77324098529747a6ba44690b705e78692007bc90a4a623,271,272,250,251,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:26:26.710072+00:00
